"subject" "Activity_Label" "variable" "value"
15 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.165242147958333
15 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.255659340833333
15 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.261956679958333
15 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.391313399375
15 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.45369356625
15 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.308585869854167
15 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.731422357916667
15 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.793104483333333
16 "LAYING" "FrequencyBodyAccMagMean" -0.968020521285714
16 "LAYING" "FrequencyBodyAccMagStdDev" -0.958111895857143
16 "LAYING" "FrequencyBodyAccJerkMagMean" -0.987514525142857
16 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.98724716
16 "LAYING" "FrequencyBodyGyroMagMean" -0.970249638857143
16 "LAYING" "FrequencyBodyGyroMagStdDev" -0.958975084
16 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.988695277714286
16 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.988058401142857
16 "SITTING" "FrequencyBodyAccMagMean" -0.958335480724638
16 "SITTING" "FrequencyBodyAccMagStdDev" -0.942588250115942
16 "SITTING" "FrequencyBodyAccJerkMagMean" -0.983968635942029
16 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.982190554782609
16 "SITTING" "FrequencyBodyGyroMagMean" -0.954060994347826
16 "SITTING" "FrequencyBodyGyroMagStdDev" -0.938863215072464
16 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.989363136376812
16 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.987506348985507
16 "STANDING" "FrequencyBodyAccMagMean" -0.971082558076923
16 "STANDING" "FrequencyBodyAccMagStdDev" -0.957173571923077
16 "STANDING" "FrequencyBodyAccJerkMagMean" -0.986502687948718
16 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.985912716923077
16 "STANDING" "FrequencyBodyGyroMagMean" -0.975448632179487
16 "STANDING" "FrequencyBodyGyroMagStdDev" -0.963574736025641
16 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.99117243
16 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.990672800769231
16 "WALKING" "FrequencyBodyAccMagMean" -0.410463241960784
16 "WALKING" "FrequencyBodyAccMagStdDev" -0.592150985098039
16 "WALKING" "FrequencyBodyAccJerkMagMean" -0.378278490588235
16 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.441447754509804
16 "WALKING" "FrequencyBodyGyroMagMean" -0.669228540784314
16 "WALKING" "FrequencyBodyGyroMagStdDev" -0.721137001568627
16 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.72068229
16 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.745726853921569
16 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.114032088546809
16 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.0534137179170213
16 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" -0.0745659082223404
16 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.0919623368021277
16 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.488253939574468
16 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.479939845914894
16 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.58966315
16 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.633479804680851
16 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.370649738235294
16 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.418924256078431
16 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.475597717843137
16 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.51993124
16 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.630546675490196
16 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.532486721568627
16 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.787833632352941
16 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.825314327058824
17 "LAYING" "FrequencyBodyAccMagMean" -0.961046326338028
17 "LAYING" "FrequencyBodyAccMagStdDev" -0.949042531690141
17 "LAYING" "FrequencyBodyAccJerkMagMean" -0.979687318732394
17 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.979657231408451
17 "LAYING" "FrequencyBodyGyroMagMean" -0.969014444788732
17 "LAYING" "FrequencyBodyGyroMagStdDev" -0.96002383915493
17 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.982765526478873
17 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.981983437605634
17 "SITTING" "FrequencyBodyAccMagMean" -0.973626755
17 "SITTING" "FrequencyBodyAccMagStdDev" -0.9653996796875
17 "SITTING" "FrequencyBodyAccJerkMagMean" -0.99142725046875
17 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.99031962640625
17 "SITTING" "FrequencyBodyGyroMagMean" -0.98336929234375
17 "SITTING" "FrequencyBodyGyroMagStdDev" -0.97471085296875
17 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.995204564375
17 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.99362452375
17 "STANDING" "FrequencyBodyAccMagMean" -0.980967748205128
17 "STANDING" "FrequencyBodyAccMagStdDev" -0.975504840641026
17 "STANDING" "FrequencyBodyAccJerkMagMean" -0.990162798846154
17 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.989472086666667
17 "STANDING" "FrequencyBodyGyroMagMean" -0.984291131538461
17 "STANDING" "FrequencyBodyGyroMagStdDev" -0.977263418717949
17 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.992723939358974
17 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.992177303589744
17 "WALKING" "FrequencyBodyAccMagMean" -0.429380043442623
17 "WALKING" "FrequencyBodyAccMagStdDev" -0.565162507704918
17 "WALKING" "FrequencyBodyAccJerkMagMean" -0.335938891803279
17 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.211231860180328
17 "WALKING" "FrequencyBodyGyroMagMean" -0.518618058688525
17 "WALKING" "FrequencyBodyGyroMagStdDev" -0.615320077704918
17 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.582711859672131
17 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.520385479180328
17 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.0580680522108696
17 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.0618876767130435
17 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" -0.188680399771739
17 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.236538515947826
17 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.40943875826087
17 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.428868687826087
17 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.57734888
17 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.643399203913044
17 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.150305643291667
17 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.217393170604167
17 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.360299853125
17 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.437383107916667
17 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.504066956875
17 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.496444579791667
17 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.669008763541667
17 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.7241557425
18 "LAYING" "FrequencyBodyAccMagMean" -0.986788412
18 "LAYING" "FrequencyBodyAccMagStdDev" -0.987648484461539
18 "LAYING" "FrequencyBodyAccJerkMagMean" -0.988548418307692
18 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.989710656769231
18 "LAYING" "FrequencyBodyGyroMagMean" -0.984329092153846
18 "LAYING" "FrequencyBodyGyroMagStdDev" -0.981468841692308
18 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.991901007538462
18 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.992737961692308
18 "SITTING" "FrequencyBodyAccMagMean" -0.984781467192982
18 "SITTING" "FrequencyBodyAccMagStdDev" -0.982226151578947
18 "SITTING" "FrequencyBodyAccJerkMagMean" -0.990407075964912
18 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.991044297894737
18 "SITTING" "FrequencyBodyGyroMagMean" -0.986535242105263
18 "SITTING" "FrequencyBodyGyroMagStdDev" -0.981252632807018
18 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.99480818754386
18 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.994967621754386
18 "STANDING" "FrequencyBodyAccMagMean" -0.976797646027397
18 "STANDING" "FrequencyBodyAccMagStdDev" -0.973264853561644
18 "STANDING" "FrequencyBodyAccJerkMagMean" -0.984987073150685
18 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.986277356712329
18 "STANDING" "FrequencyBodyGyroMagMean" -0.972352593013699
18 "STANDING" "FrequencyBodyGyroMagStdDev" -0.95911345739726
18 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.988960668767123
18 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.988407465205479
18 "WALKING" "FrequencyBodyAccMagMean" -0.424386734107143
18 "WALKING" "FrequencyBodyAccMagStdDev" -0.565563056964286
18 "WALKING" "FrequencyBodyAccJerkMagMean" -0.41403775125
18 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.444453486071429
18 "WALKING" "FrequencyBodyGyroMagMean" -0.620331394285714
18 "WALKING" "FrequencyBodyGyroMagStdDev" -0.668908146607143
18 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.710596311071429
18 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.769408385535714
18 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" -0.241973534781818
18 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.344299434181818
18 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" -0.3833987134
18 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.386565072363636
18 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.604735414363636
18 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.533844932145455
18 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.744236045090909
18 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.763430801654545
18 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.436561064482759
18 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.436218933448276
18 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.574481396551724
18 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.587926077068965
18 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.654029089310345
18 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.533044636034483
18 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.826193160862069
18 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.860910992241379
19 "LAYING" "FrequencyBodyAccMagMean" -0.971957401325301
19 "LAYING" "FrequencyBodyAccMagStdDev" -0.964056773975904
19 "LAYING" "FrequencyBodyAccJerkMagMean" -0.980621564096386
19 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.979452188433735
19 "LAYING" "FrequencyBodyGyroMagMean" -0.965624724457831
19 "LAYING" "FrequencyBodyGyroMagStdDev" -0.957496024457831
19 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.981890470361446
19 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.97932784746988
19 "SITTING" "FrequencyBodyAccMagMean" -0.962632577945206
19 "SITTING" "FrequencyBodyAccMagStdDev" -0.952802277671233
19 "SITTING" "FrequencyBodyAccJerkMagMean" -0.983751646712329
19 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.983687272739726
19 "SITTING" "FrequencyBodyGyroMagMean" -0.964238768493151
19 "SITTING" "FrequencyBodyGyroMagStdDev" -0.950484417260274
19 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.986727418493151
19 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.985416444657534
19 "STANDING" "FrequencyBodyAccMagMean" -0.968910788767123
19 "STANDING" "FrequencyBodyAccMagStdDev" -0.964259110821918
19 "STANDING" "FrequencyBodyAccJerkMagMean" -0.979135412739726
19 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.979179149452055
19 "STANDING" "FrequencyBodyGyroMagMean" -0.958578129589041
19 "STANDING" "FrequencyBodyGyroMagStdDev" -0.936723548493151
19 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.984536610136986
19 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.982228582191781
19 "WALKING" "FrequencyBodyAccMagMean" 0.0322272296217308
19 "WALKING" "FrequencyBodyAccMagStdDev" -0.324793406057692
19 "WALKING" "FrequencyBodyAccJerkMagMean" 0.0730179928688462
19 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.0222869586038462
19 "WALKING" "FrequencyBodyGyroMagMean" -0.0952460452365385
19 "WALKING" "FrequencyBodyGyroMagStdDev" -0.141598402309615
19 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.262442822846154
19 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.336148733
19 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.586637550769231
19 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" 0.0828630624102564
19 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.538404846128205
19 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.316346415348718
19 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" 0.203979764835897
19 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" 0.0320366671179487
19 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.0229045295641026
19 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.143254547512821
19 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.07962876322
19 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.368253499
19 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.187391317015
19 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.43467125
19 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.28884026785
19 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.3771327525
19 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.4771839145
19 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.58828966075
20 "LAYING" "FrequencyBodyAccMagMean" -0.952827071323529
20 "LAYING" "FrequencyBodyAccMagStdDev" -0.9418940855
20 "LAYING" "FrequencyBodyAccJerkMagMean" -0.979695458088235
20 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.979565196911765
20 "LAYING" "FrequencyBodyGyroMagMean" -0.969832241176471
20 "LAYING" "FrequencyBodyGyroMagStdDev" -0.964205915441177
20 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.981119820588235
20 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.981986152941177
20 "SITTING" "FrequencyBodyAccMagMean" -0.946913451666667
20 "SITTING" "FrequencyBodyAccMagStdDev" -0.942151231515152
20 "SITTING" "FrequencyBodyAccJerkMagMean" -0.971730462575758
20 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.972597744242424
20 "SITTING" "FrequencyBodyGyroMagMean" -0.953399068181818
20 "SITTING" "FrequencyBodyGyroMagStdDev" -0.943725755909091
20 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.976108353787879
20 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.975226588333333
20 "STANDING" "FrequencyBodyAccMagMean" -0.921225595205479
20 "STANDING" "FrequencyBodyAccMagStdDev" -0.918651880273973
20 "STANDING" "FrequencyBodyAccJerkMagMean" -0.940007897123288
20 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.936025033013699
20 "STANDING" "FrequencyBodyGyroMagMean" -0.879437674794521
20 "STANDING" "FrequencyBodyGyroMagStdDev" -0.849127347123288
20 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.929600007123288
20 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.927225720410959
20 "WALKING" "FrequencyBodyAccMagMean" -0.00353341793921569
20 "WALKING" "FrequencyBodyAccMagStdDev" -0.389934004313725
20 "WALKING" "FrequencyBodyAccJerkMagMean" 0.0545269493972549
20 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.0310650270227451
20 "WALKING" "FrequencyBodyGyroMagMean" -0.0520065599062745
20 "WALKING" "FrequencyBodyGyroMagStdDev" -0.196210236058824
20 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.180365335498431
20 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.171975765239216
20 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.151887747217778
20 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" 0.000242174637777778
20 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.0137917152644444
20 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.0790379799133333
20 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.100566103524444
20 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.151681987177778
20 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.311668472555556
20 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.281657285946667
20 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.205009295196078
20 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.320241012294118
20 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.215014031556863
20 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.280450026862745
20 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.286627716823529
20 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.360948341823529
20 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.450393446470588
20 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.50282154372549
21 "LAYING" "FrequencyBodyAccMagMean" -0.953769071222222
21 "LAYING" "FrequencyBodyAccMagStdDev" -0.944449070888889
21 "LAYING" "FrequencyBodyAccJerkMagMean" -0.978444123888889
21 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.977604878888889
21 "LAYING" "FrequencyBodyGyroMagMean" -0.962349012888889
21 "LAYING" "FrequencyBodyGyroMagStdDev" -0.949736575111111
21 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.982993315111111
21 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.982305117444444
21 "SITTING" "FrequencyBodyAccMagMean" -0.974829227058824
21 "SITTING" "FrequencyBodyAccMagStdDev" -0.974447593176471
21 "SITTING" "FrequencyBodyAccJerkMagMean" -0.985342358705882
21 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.986991549529412
21 "SITTING" "FrequencyBodyGyroMagMean" -0.977839702352941
21 "SITTING" "FrequencyBodyGyroMagStdDev" -0.972027251294118
21 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.990014272588235
21 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.991062204823529
21 "STANDING" "FrequencyBodyAccMagMean" -0.962291334157303
21 "STANDING" "FrequencyBodyAccMagStdDev" -0.960041844382022
21 "STANDING" "FrequencyBodyAccJerkMagMean" -0.970634296404494
21 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.97192611741573
21 "STANDING" "FrequencyBodyGyroMagMean" -0.956723022359551
21 "STANDING" "FrequencyBodyGyroMagStdDev" -0.947763172921348
21 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.976126760674157
21 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.977706619550562
21 "WALKING" "FrequencyBodyAccMagMean" -0.251266388923077
21 "WALKING" "FrequencyBodyAccMagStdDev" -0.438149791153846
21 "WALKING" "FrequencyBodyAccJerkMagMean" -0.144009889665385
21 "WALKING" "FrequencyBodyAccJerkMagStdDev" -0.0186734409634615
21 "WALKING" "FrequencyBodyGyroMagMean" -0.409516081153846
21 "WALKING" "FrequencyBodyGyroMagStdDev" -0.512249343076923
21 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.4995972025
21 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.429323466346154
21 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.239895893822222
21 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" 0.0791271386644444
21 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.112442619741778
21 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" 0.06320531452
21 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.406392284444444
21 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.484489974222222
21 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.490804948444444
21 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.571666834444444
21 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.257894449148936
21 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.403357611702128
21 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.355443706553191
21 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.47772185
21 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.475369886808511
21 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.483407096425532
21 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.628915748723404
21 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.700980410425532
22 "LAYING" "FrequencyBodyAccMagMean" -0.929818990972222
22 "LAYING" "FrequencyBodyAccMagStdDev" -0.913267251263889
22 "LAYING" "FrequencyBodyAccJerkMagMean" -0.962654791527778
22 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.955635614444444
22 "LAYING" "FrequencyBodyGyroMagMean" -0.946055840972222
22 "LAYING" "FrequencyBodyGyroMagStdDev" -0.923552358194444
22 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.976638980972222
22 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.972789020833333
22 "SITTING" "FrequencyBodyAccMagMean" -0.943078237096774
22 "SITTING" "FrequencyBodyAccMagStdDev" -0.926798029822581
22 "SITTING" "FrequencyBodyAccJerkMagMean" -0.968908297096774
22 "SITTING" "FrequencyBodyAccJerkMagStdDev" -0.967026275967742
22 "SITTING" "FrequencyBodyGyroMagMean" -0.951952767258065
22 "SITTING" "FrequencyBodyGyroMagStdDev" -0.93356300983871
22 "SITTING" "FrequencyBodyGyroJerkMagMean" -0.977775448387097
22 "SITTING" "FrequencyBodyGyroJerkMagStdDev" -0.976318114516129
22 "STANDING" "FrequencyBodyAccMagMean" -0.949044483015873
22 "STANDING" "FrequencyBodyAccMagStdDev" -0.943739135238095
22 "STANDING" "FrequencyBodyAccJerkMagMean" -0.959743877936508
22 "STANDING" "FrequencyBodyAccJerkMagStdDev" -0.95665395968254
22 "STANDING" "FrequencyBodyGyroMagMean" -0.932065270793651
22 "STANDING" "FrequencyBodyGyroMagStdDev" -0.900222411269841
22 "STANDING" "FrequencyBodyGyroJerkMagMean" -0.968377798253968
22 "STANDING" "FrequencyBodyGyroJerkMagStdDev" -0.965344726666667
22 "WALKING" "FrequencyBodyAccMagMean" -0.0241584964891304
22 "WALKING" "FrequencyBodyAccMagStdDev" -0.381399308043478
22 "WALKING" "FrequencyBodyAccJerkMagMean" 0.0659727285
22 "WALKING" "FrequencyBodyAccJerkMagStdDev" 0.158286745226087
22 "WALKING" "FrequencyBodyGyroMagMean" -0.438378722826087
22 "WALKING" "FrequencyBodyGyroMagStdDev" -0.464019127391304
22 "WALKING" "FrequencyBodyGyroJerkMagMean" -0.553946121521739
22 "WALKING" "FrequencyBodyGyroJerkMagStdDev" -0.476405270434783
22 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagMean" 0.155526858911111
22 "WALKING_DOWNSTAIRS" "FrequencyBodyAccMagStdDev" -0.0575202606055556
22 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagMean" 0.0224783539805556
22 "WALKING_DOWNSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.118530349166667
22 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagMean" -0.338417326388889
22 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroMagStdDev" -0.341863671805556
22 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.583510518055556
22 "WALKING_DOWNSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.697451438611111
22 "WALKING_UPSTAIRS" "FrequencyBodyAccMagMean" -0.0866905123880952
22 "WALKING_UPSTAIRS" "FrequencyBodyAccMagStdDev" -0.334126221428571
22 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagMean" -0.0458020362119048
22 "WALKING_UPSTAIRS" "FrequencyBodyAccJerkMagStdDev" -0.151299835619048
22 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagMean" -0.369902
22 "WALKING_UPSTAIRS" "FrequencyBodyGyroMagStdDev" -0.234023031571429
22 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagMean" -0.667996003333333
22 "WALKING_UPSTAIRS" "FrequencyBodyGyroJerkMagStdDev" -0.70987053452381
23 "LAYING" "FrequencyBodyAccMagMean" -0.967747053194444
23 "LAYING" "FrequencyBodyAccMagStdDev" -0.958465695416667
23 "LAYING" "FrequencyBodyAccJerkMagMean" -0.985905703888889
23 "LAYING" "FrequencyBodyAccJerkMagStdDev" -0.986540200694444
23 "LAYING" "FrequencyBodyGyroMagMean" -0.966239347916667
23 "LAYING" "FrequencyBodyGyroMagStdDev" -0.959025538194444
23 "LAYING" "FrequencyBodyGyroJerkMagMean" -0.981846854305556
23 "LAYING" "FrequencyBodyGyroJerkMagStdDev" -0.98158514125
23 "SITTING" "FrequencyBodyAccMagMean" -0.945837830147059
23 "SITTING" "FrequencyBodyAccMagStdDev" -0.927090118382353
23 "SITTING" "FrequencyBodyAccJerkMagMean" -0.974121466764706
